ICAO	city
LS1	Luzerne-Emmen
LS2	Nyon-La-Cote 
LS4	Kagiswil
LSER	Raron Hel
LSEZ	Zermatt Hel
LSGB	Bex
LSGC	Les-Eplatures
LSGE	Ecuvillens
LSGG	Geneva
LSGK	Saanen
LSGL	Lausanne-Blecherette
LSGN	Neuchatel
LSGP	Gland-La-Cote
LSGR	Reichenbach
LSGS	Sion
LSGT	Gruyeres 
LSGY	Yverdon
LSHA	Gstaad Inn Grund Hel
LSHC	Collombey Muraz Hel
LSHG	Gampel Hel
LSHS	Sezegnin Hel
LSMA	Alpnach
LSMB	Bern
LSMC	Ulrichen
LSMD	Dubendorf
LSME	Emmen
LSMF	Mollis
LSMH	St Stephan
LSMI	Interlaken
LSMJ	Turtmann
LSML	Lodrino
LSMM	Meiringen
LSMO	Locarno
LSMP	Payerne
LSMS	Sion MIL
LSMU	Buochs
LSPA	Amlikon
LSPD	Dittingen
LSPF	Schafhausen
LSPG	Kagiswil
LSPH	Winterthur
LSPK	Hansenstrick
LSPL	Langenthal
LSPM	Ambri
LSPN	Triengen
LSPO	Olten
LSPU	Munster
LSPV	Wangen/Lachen
LSTA	Raron
LSTB	Bellechasse
LSTO	Motiers
LSTR	Montricher
LSTZ	Zweisimmen
LSXB	Balzers Hel
LSXD	Domat Ems Hel
LSXE	Erstfeld Hel
LSXG	Gsteigwiler Hel
LSXH	Holziken Hel
LSXL	Lauterbrunnen Hel
LSXM	St Moritz Hel
LSXO	Gossau Hel
LSXP	Pfaffnau Hel
LSXR	Lodrino Hel
LSXS	Schindellegi Hel
LSXT	Trogen Hel
LSXU	Untervaz Hel
LSXV	San Vittore Hel
LSXW	Wurenlingen Hel
LSXY	Leysin Hel
LSZA	Lugano
LSZB	Berne
LSZD	Ascona
LSZE	Bad Ragaz
LSZF	Baden Brugg - Birrfeld
LSZG	Grenchen
LSZH	Zurich
LSZI	Fricktal-Schupfart
LSZJ	Courtelary
LSZK	Speck
LSZL	Locarno
LSZN	Housen Am Albis
LSZO	Luzern/Beromunster
LSZP	Biel-Kappelen
LSZR	Altenrhein
LSZS	Samedan
LSZT	Lommis
LSZU	Buttwill
LSZV	Sitterdorf
LSZW	Thun
LSZX	Schanis 
LSZY	Porrentruy
LTAB	Ankara Guvercinlik
LTAC	Ankara Esenboga
LTAD	Etimesgut AB / Ankara
LTAE	Ankara Murted
LTAF	Adana Sakirpasa
LTAG	Adana Incirlik
LTAH	Afyon
LTAI	Antalya
LTAJ	Gaziantep
LTAK	Iskenderum
LTAL	Kastamonu
LTAN	Konya
LTAO	Malatya
LTAP	Amasya Merzifon
LTAQ	Samsun
LTAR	Sivas
LTAS	Zonguldak
LTAT	Malatya Erhac
LTAU	Kayseri Erkilet
LTAV	Sivrihisar
LTAW	Tokat
LTAX	Eregli Erdemir
LTAY	Denizli Cardak
LTAZ	Nevsehir Kapadokya
LTBA	Istanbul Ataturk
LTBC	Alasehir
LTBD	Aydin
LTBE	Bursa
LTBF	Balikesir
LTBG	Bantirma
LTBH	Canakkale
LTBI	Eskisehir
LTBJ	Izmir (Adnan Menderes)
LTBK	Izmir Gaziemir
LTBL	Izmir Cigli
LTBM	Isparta
LTBN	Kutahya
LTBO	Usak
LTBP	Yalova
LTBQ	Topel
LTBR	Yenisehir
LTBS	Dalaman (Mugla)
LTBT	Akhisar
LTBU	Teklrdag Corlu
LTBV	Bodrum Imsik
LTBX	Istabul Samandira
LTBY	Eskissehir Anadolu
LTBZ	Manisa
LTCA	Elazig
LTCC	Diyarbakir
LTCD	Erzincan
LTCE	Erzurum
LTCF	Kars
LTCG	Trabzon
LTCH	Sanliurfa
LTCI	Van
LTCJ	Batman
LTCK	Mus
LTCL	Siirt
LTCM	Sinop
LTCN	Kahramanmares
LTCO	Agri
LTCP	Adiyaman
LTFA	Izmir Kaklic
LTFB	Izmir Efes
LTFC	Suleyman Demirel
LTFD	Balikesir Edremit Korfez
LTFE	Bodrum Milas
LTFH	Samsun Carsamba
LUBL	Balti
LUCH	Cahul
LUCL	Chadir Lunga
LUCM	Camenca
LUKK	Kishinau
LUSR	Soroca
LUTG	Tighina
LUTR	Tiraspol
LVGZ	Gaza
LWOH	Ohrid
LWSK	Skopje
LXGB	Gibraltar
LYBE	Belgrade
LYBT	Batajnica
LYKV	Kraljevo
LYNI	Nis
LYPG	Podgorica
LYPR	Pristina
LYTV	Tivat
LYUZ	Uzice
LYVR	Vrsac
LZDB	Dubnica
LZHL	Holic
LZIB	Bratislava Ivanca
LZKC	Kamenica nad Cirochou
LZKS	Kralova
LZKZ	Kosice
LZLU	Lucenec
LZMA	Martin
LZMC	Malacky
LZNI	Nitra
LZNZ	Nove Zamky
LZOC	Ocova
LZPE	Prievidza
LZPP	Piestany
LZPT	Male Bielice Partizanske
LZPW	Presov
LZRU	Ruzomberok
LZRY	Razany
LZSE	Senica
LZSK	Svidnik
LZSL	Sliac
LZSV	Spisska Nova Ves
LZTN	Trencin
LZTR	Boleraz
LZTT	Tatry
LZVB	Vajnory
LZZI	Zilina
MBGT	Grand Turk
MBMC	Middle Caicos
MBNC	North Caicos
MBPI	Pine Cay
MBPV	Providenciales
MBSC	South Caicos
MBSY	Salt Cay
MDAB	Samana Arroyo Barril
MDAN	Cotui Angelina
MDBA	Consuelo Batey Anita
MDBC	La Romana Batey Cacata
MDBE	La Romana Batey Lechuga
MDBG	Higuey
MDBH	Barahona
MDBL	Boca Chica
MDBM	San Pedro de Macoris
MDCO	Consuelo
MDCR	Cabo Rojo
MDCZ	Constanza
MDDJ	Dajabon
MDER	La Vega El Ranchito
MDES	Esperanza
MDEV	El Valle
MDFP	La Vega El Ponton
MDGM	Santo Domingo Granja Mora
MDHE	Santo Domingo Herrera
MDHN	Enriquillo
MDIA	La Vega Induveca
MDIQ	San Pedro de Macoris
MDJI	Jimani
MDJS	Monte Plata Batey Juan Sanchez
MDLI	La Isabela
MDLL	Los Llanos
MDLM	San Cristolbal
MDLR	La Romana
MDLS	Monte Kristi
MDMA	Higuey
MDMB	Mata Bonita
MDMC	Monte Cristy
MDPC	Punta Cana
MDPM	Mao
MDPO	Samana Portillo
MDPP	Puerto Plata
MDSA	San Juan de la Maguana
MDSB	Sabana de La Mar
MDSD	Santo Domingo De Las Americas
MDSI	San Isidro
MDSJ	San Juan de la Maguana
MDSM	Cotui San Miguel
MDSO	Santo Domingo Sociedad Dominicana
MDST	Santiago Intl
MDTD	Monte Plata Tatum Dominicana
MDVA	La Caleta
MDVV	Villa Vasquez
MDWO	Monte Cristi
MGBN	Bananera
MGCB	Coban
MGCR	Carmelita
MGCT	Coatepeque
MGES	Esquipulas
MGFL	Flores
MGGT	Guatemala
MGHT	Huehuetenango
MGLL	La Libertad
MGML	Malacatan
MGMM	Melchor de Mencos
MGPB	Puerto Barrios
MGPP	Poptun
MGQC	Quiche
MGQZ	Quezaltenango
MGRT	Retalhuleu
MGSJ	San Jose
MGSM	San Marcos
MHAM	Amapala
MHCA	Catacamas
MHCG	Comayagua
MHCH	Choluteca
MHCT	Puerto Castilla
MHIC	Islas del Cisne o Santanilla
MHJU	Juticalpa
MHLC	La Ceiba
MHLE	La Esperanza
MHLM	San Pedro Sula
MHMA	Marcala
MHNJ	Guanaja
MHNV	Nuevo Ocotepeque
MHOA	Olanchito
MHPA	Palmerola
MHPE	Progreso
MHPL	Puerto Lempira
MHPU	Puerto Cortes
MHRO	Roatan
MHRU	Ruinas de Copan
MHSP	San Pedro Sula
MHSR	Santa Rosa de Copan
MHSZ	Santa Barbara
MHTE	Tela
MHTG	Tegucigalpa
MHTJ	Trujillo
MHUT	Utila
MKBS	Ocho Rios
MKJP	Kingston
MKJS	Montego Bay Sangster
MKKJ	Port Antonio
MKNG	Negril
MKTP	Kingston Tinson Pen
MMAA	Acapulco
MMAN	Monterrey Intl
MMAS	Aguascalientes
MMBT	Bahias Dehuatulco
MMCA	Cananea
MMCB	Cuernavaca
MMCC	Ciudad Acuna
MMCE	Ciudad Del Carmen
MMCG	Nuevo Casas Grandes
MMCH	Chilpancingo
MMCL	Culiacan
MMCM	Chetumal
MMCN	Ciudad Obregon
MMCP	Campeche
MMCS	Ciudad Juarez
MMCU	Chihuahua
MMCV	Ciudad Victoria
MMCY	Celaya
MMCZ	Cozumel
MMDM	Ciudad Mante
MMDO	Durango
MMEP	Tepic
MMES	Ensenada
MMGL	Guadalajara
MMGM	Guaymas
MMHC	Tehuacan
MMHO	Hermosillo
MMIA	Colima
MMIM	Isla Mujeres
MMIO	Saltillo
MMIT	Iztepec
MMJA	Jalapa
MMLC	Lazaro Cardenas
MMLM	Los Mochis
MMLO	Del Bajio Intl
MMLP	La Paz
MMLT	Loreto
MMMA	Matamoros
MMMD	Merida
MMML	Mexicali
MMMM	Morelia
MMMT	Minatitlan
MMMV	Monclova
MMMX	Mexico City
MMMY	Monterrey General Mariano Escobedo
MMMZ	Mazatlan
MMNG	Nogales
MMNL	Nueva Laredo
MMNU	Nautla
MMOX	Oaxaca
MMPA	Poza Rica
MMPB	Puebla
MMPC	Pachuca
MMPE	Punta Penasco
MMPG	Piedras Negras
MMPN	Uruapan
MMPR	Puerto Vallarta
MMPS	Puerto Escondido
MMQT	Queretaro
MMRX	Reynosa
MMSD	San Jose Del Cabo
MMSF	San Filipe
MMSM	Santa Lucia
MMSP	San Luis Potosi
MMTA	Tlaxcala
MMTB	Tuxtla Gutierrez MIL
MMTC	Torreon
MMTG	Tuxtla Gutierrez
MMTJ	Tijuana
MMTL	Tulancingo
MMTM	Tampico
MMTN	Tamuin
MMTO	Toluca
MMTP	Tapachula
MMTQ	Tequesquitengo
MMTX	Tuxpan
MMUN	Cancun
MMVA	Villahermosa
MMVR	Veracruz
MMZC	Zacatecas
MMZH	Ixtapa Zihuatanejo
MMZM	Zamora
MMZO	Manzanillo
MMZP	Zapopan
MNBL	Bluefields
MNBR	Los Brasiles
MNBZ	Bonanza
MNCH	Chinandega
MNCI	Corn Island
MNLN	Leon
MNMG	Managua
MNPC	Puerto Cabezas
MNSC	San Carlos
MNSI	Siuna
MPBO	Bocas del Toro
MPCE	Herrera Alonso Valdderrama
MPCF	Campo de Francia
MPCH	Changuinola
MPDA	David
MPEJ	Colon Enrique a Jimenez
MPFS	Fuerte Sherman
MPHO	Howard AFB
MPJE	Jaque
MPLB	Balboa
MPLP	La Palma
MPMG	Panama
MPOA	Puerto Obaldia
MPSA	Santiago
MPTO	Panama City
MPVR	El Porvenir
MPWN	San Blas
MRAD	Aerodamas
MRAJ	Aranjuez
MRAO	Aerotortuguero
MRAR	Atirro
MRAT	Altamira de San Carlos
MRBA	Buenos Aires
MRBB	Babilonia
MRBC	Barra del Colorado
MRBM	Bremen
MRBN	Bataan
MRBO	Boca Naranjo
MRBP	Barra de Parismina
MRBT	Barra de Tortuguero
MRCA	Codela
MRCC	Coto 47
MRCE	Carate
MRCH	Chacarita
MRCI	Ciruelas
MRCR	Carrillo
MRCV	Cabo Velas
MRCZ	Carrizal
MRDD	Don Diego
MRDK	Drake
MRDM	Dos Marias
MRDO	Dieciocho
MREA	Estero Azul
MREC	El Carmen
MRED	El Descanso de Poco Sol
MREO	El Ceibo
MRET	Esterillos
MRFD	Finca Delicias
MRFI	Finca 10
MRFS	Finca 63
MRGF	Golfito
MRGP	Guapiles
MRGT	Guatuso
MRHG	Hacienda Rancho Grande
MRHH	Hacienda Homuha
MRHJ	Hacienda Jaco
MRHO	Hacienda Rio Cuarto
MRHS	Hacienda La Suerte
MRIA	Islita
MRIS	Las Islas
MRLA	La Zampona
MRLB	Liberia
MRLC	Los Chiles
MRLE	Laurel
MRLF	La Flor
MRLG	La Garroba
MRLI	La Ligia
MRLL	Las Lomas
MRLM	Limon
MRLN	La Guinea
MRLP	Las Piedras
MRLR	La Roca
MRLS	La Victoria de Sarapiqui Hel
MRLT	Las Trancas
MRLU	La Maruca
MRLV	La Cueva
MRLY	La Yolanda
MRLZ	La Zopilota
MRMA	Montealto
MRMC	Murcielago
MRMJ	Mojica
MRML	Montelimar o Los Sitios
MRMR	Marenco Estacion Biologica
MRNC	Nicoya
MRNJ	Naranjo
MRNS	Nosara
MROC	Alajuela
MRPA	Palo Arco
MRPB	Playa Blanca
MRPC	Paso Canoas
MRPD	Pandora
MRPE	Palo Verde
MRPH	Puerto Humo
MRPI	Piro
MRPJ	Puerto Jimenez
MRPL	Portalon
MRPM	Palmar Sur
MRPN	Pelon Nuevo
MRPO	Punta Banco
MRPQ	Quepos? Error? MRQP?
MRPS	Paissa Penas Blancas
MRPT	Agropecuaria Playa Calentas
MRPV	Pavas Tobias Bolanos
MRQA	Quebrada Azul
MRQP	Quepos
MRRF	Rio Frio o Progresso
MRRM	Rancho del Mar
MRRN	Rancho Nuevo
MRRX	Roxana Farms
MRSA	San Alberto
MRSB	San Cristobal
MRSF	Santa Fe
MRSG	Santa Clara de Guapiles
MRSH	Shiroles
MRSI	San Isidro del El General
MRSJ	San Jose Ciudad
MRSL	Salama
MRSM	Santa Maria
MRSN	Sirena
MRSO	Santa Maria de Guacimo
MRSP	San Pedro
MRSQ	Sarapiqui
MRSR	Samara
MRSS	San Joaquin de Abangares
MRST	San Agustin
MRSV	San Vito de Jaba
MRSX	Sixaola
MRTB	Ticaban
MRTG	Taboga
MRTL	Talolinga
MRTM	Tamarino de Santa Cruz
MRTR	Tambor
MRUP	Upala
MSAC	Sonsonate
MSLP	San Salvador Intl
MSSS	San Salvador Ilopango
MTCA	Cayes
MTCH	Cap Haiten
MTJA	Jacmel
MTJE	Jeremie
MTPP	Port Au Prince 
MTPX	Port de Paix
MUAN	Marcane
MUAR	Artemisa
MUAT	Antilla
MUBA	Baracoa
MUBE	El Caribe
MUBN	Banao
MUBR	Las Brujas
MUBY	Bayamo
MUCA	Ciego de Avila
MUCB	Caibarien
MUCD	Ciego de Avila Sur
MUCF	Cienfuegos
MUCK	Cayo Caguama
MUCL	Cayo Largo del Sur
MUCM	Camaguey
MUCO	Colon
MUCU	Santiago
MUCV	Las Clavellinas
MUCY	Cayajabo
MUFL	Florida
MUGM	Guantanamo Bay NAS
MUGN	Giron
MUGT	Guantanamo
MUHA	Havana
MUHG	Holguin
MUJA	Majana
MUKW	Varadero
MULB	Habana Ciudad
MULD	La Demajagua
MULH	Habana
MULI	Libertad
MULL	La Lora
MULM	La Coloma
MUMA	Punta de Maisi
MUMG	Managua
MUMH	Matahambre
MUMI	Imias
MUMJ	Mayajigua
MUML	Mariel
MUMO	Moa
MUMP	Manuel Pereira
MUMZ	Manzanillo
MUNA	La Cubana
MUNB	San Nicolas de Bari
MUNC	Nicaro
MUNG	Nueva Gerona
MUNV	Nuevitas
MUOC	Cayo Coco
MUPA	Punta Alegre
MUPB	Baracoa Playa
MUPL	Pilon
MUPO	Potosi
MUPP	Puerto Padre
MUPR	Pinar del Rio Norte
MURA	La Aurora
MURO	Paquito Rosales
MUSA	San Antonio de Los Banyos
MUSC	Santa Clara
MUSE	San Andres
MUSF	Habana Santa Fe
MUSG	Sagua La Grande
MUSJ	San Julian
MUSL	Santa Lucia
MUSN	Siguanea
MUSO	Sabalo
MUSR	Simon Reyes
MUSS	Sancti Spiritus
MUTA	Itabo
MUTD	Trinidad
MUVL	Vilorio
MUVP	Vicente Perez
MUVR	Varadero
MUVT	Las Tunas
MUZG	Zaragoza
MWCB	Cayman Brac
MWCL	Little Caymen
MWCR	Georgetown
MYAB	Clarence Bain
MYAF	Andros Town
MYAG	Gorda Cay
MYAK	Congo Town
MYAM	Marsh Harbour
MYAN	San Andros
MYAO	Moores Island
MYAP	Spring Point
MYAS	Sandy Point
MYAT	Treasure Cay
MYAW	Walker Cay
MYBC	Chub Cay
MYBG	Bullocks Harbour
MYBO	Ocean Cay
MYBS	Alice Town
MYBT	Cistern Cay
MYBW	Big Whale Cay
MYBX	Little Whale Cay
MYCA	Arthurs Town
MYCB	New Bight
MYCH	Hawks Nest Creek
MYCI	Colonel Hill
MYCP	Pittsdown
MYCS	Cay Sal
MYCX	Cutlass Bay
MYEC	Cape Eleuthera
MYEF	George Town Exuma
MYEG	George Town
MYEH	North Eleuthera
MYEL	Lee Stocking
MYEM	Governors Habour
MYEN	Normans Cay
MYER	Rock Sound
MYES	Staniel Cay
MYEY	Hog Cay
MYGD	Deep Water Cay
MYGF	Freeport
MYGM	Grand Bahama Is.
MYGW	West End
MYIG	Matthew Town
MYLD	Deadmans Cay
MYLR	Diamond Roads
MYLS	Stella Maris
MYMM	Mayaguana
MYNN	Nassau
MYRD	Duncan Town
MYRP	Port Nelson
MYSM	Cockburn Town
MZBZ	Belize
NCAI	Aitutaki
NCAT	Atiu
NCMG	Mangaia
NCMH	Manihiki
NCMK	Mauke
NCMN	Manuae
NCMR	Matiaro
NCNS	Nassau
NCPK	Pukapuka Ulu-o-te-watu
NCPM	Palmerston
NCPY	Penrhyn
NCRG	Avaru Rarotonga Is.
NCRK	Rakahanga
NCSW	Suwarrow
NFBC	Beach Comber Is
NFBG	Biaugunu
NFCI	Cicia
NFCN	Club Naitashi Is
NFCS	Castaway Is
NFFA	Ba
NFFN	Nadi
NFFO	Malolo Lailai
NFFR	Rabi
NFHO	Caaf Ho Nandi
NFKB	Kaibu Island
NFKD	Kadavu
NFMA	Mana Is
NFMO	Moala
NFNA	Nausori
NFNB	Bureta
NFND	Deumba
NFNG	Ngau
NFNH	Lauthala
NFNK	Lakemba
NFNL	Lambasa
NFNM	Matei
NFNO	Koro
NFNR	Rotuma
NFNS	Savu Savu
NFNT	Newtown Beach
NFNU	Bua
NFNV	Vatukoula
NFNW	Wakaya
NFOL	On I Lau
NFRS	Treasure Is
NFSU	Suva Nausori
NFSW	Yasawa Island
NFTE	Eua
NFTF	Tongatapu
NFTL	Ha'apai
NFTN	Nuku'alofa
NFTO	Niuafo'ou
NFTP	Niuatoputapu
NFTV	Vava'u
NFUL	Nanuya Levu
NFVB	Vanuabalavu
NFVL	Vatulele
NGAB	Abalang
NGBR	Beru
NGFO	Nanumea
NGFU	Funafuti
NGKT	Kuria
NGMA	Maiana
NGMK	Marakei
NGMN	Makin
NGNU	Nikunau
NGON	Onotoa
NGTA	Tarawa Is.
NGTB	Abemama
NGTE	Tabiteuea N
NGTM	Tamaa
NGTO	Nonouti
NGTR	Arorae
NGTS	Tabiteuea
NGTU	Butaritari
NGUK	Aranuka
NIUE	Alofi
NLWF	Futuna
NLWW	Wallis Hififo
NSAP	Apia
NSAU	Asau
NSFA	Faleolo
NSFI	Fagali'i
NSMA	Maota
NSTU	Pago Pago
NTAA	Tahiti
NTAR	Rurutu
NTAT	Tubuai
NTGA	Anaa
NTGB	Fangatau
NTGC	Tikehau
NTGD	Apataki
NTGE	Reao
NTGF	Fakarava
NTGG	Nengo Nengo
NTGH	Hikueru
NTGI	Manihi
NTGJ	Totegegie
NTGK	Kaukura
NTGM	Makemo
NTGN	Napuka
NTGO	Tatakoto
NTGP	Puka Puka
NTGQ	Pukarua
NTGR	Aratica
NTGT	Takapoto
NTGU	Arutua
NTGV	Mataiva
NTGW	Nukutavake
NTGY	Tureia
NTHE	Ahe
NTKF	Faaite
NTKH	Fakahina
NTKM	Takume
NTKR	Takaroa
NTMD	Nuku Hiva
NTMN	Hiva Oa
NTMP	Ua Pou
NTMU	Ua Huka
NTTB	Bora Bora
NTTE	Tetiaroa
NTTG	Rangiroa
NTTH	Huauhine
NTTM	Moorea
NTTO	Hao Is.
NTTP	Maupiti
NTTR	Raiatea
NTTX	Mururoa
NTUV	Vahitahi
NVSA	Ablow
NVSC	Sola
NVSD	Lo Linua
NVSE	Emae
NVSF	Craig Cove
NVSG	Longana
NVSH	Sara
NVSI	Paama Tavie
NVSL	Lamap
NVSM	Lamen Bay
NVSN	Maewo Naone
NVSO	Lonorore
NVSP	Norsup
NVSQ	Gaua
NVSR	Redcliff
NVSS	Santo Pekoe
NVST	Tongoa
NVSU	Ulei
NVSV	Valesdir
NVSW	Walaha
NVSX	South West Bay
NVSZ	North West Santo
NVVA	Anatom
NVVB	Aniwa
NVVD	Dillons Bay
NVVF	Futuna
NVVI	Ipota
NVVJ	Forari
NVVK	Lenakel
NVVQ	Quion Hill
NVVV	Port Villa Bauerfield
NWWA	Tiga
NWWB	Bourail Poe
NWWC	Ile Art Wala
NWWD	Kone
NWWE	Ile Des Pins
NWWF	Voh
NWWH	Houailou
NWWK	Koumac
NWWL	Lifou
NWWM	Noumea Magenta
NWWO	Ile Ouen
NWWP	Poum
NWWQ	Mueo
NWWR	Mare La Roche
NWWS	Plaine des Lacs
NWWT	La Foa Quatom
NWWU	Touho
NWWV	Ouvea
NWWW	Noumea La Tontouta
NWWX	Canala
NWWY	Ouaco
NZAA	Auckland
NZAE	Mount Tarawera
NZAG	Matarangi
NZAH	Taharoa Ironsands
NZAL	Avalon
NZAN	Alfredton
NZAP	Taupo
NZAR	Ardmore
NZAS	Ashburton
NZBA	Balclutha
NZBC	Asb Bank Centre
NZBE	Berridale
NZBM	Blenheim
NZBO	Moeraki Boulders
NZBU	Burnham
NZCB	Centre Bush
NZCC	Cape Campbell
NZCH	Christchurch
NZCI	Chatham Is
NZCM	McMurdo Sound
NZCS	Cromwell Racecourse
NZCU	Culverden
NZCX	Coromandel
NZDA	Dargaville
NZDC	Dunedin City
NZDF	Deepfreeze
NZDI	Dog Island
NZDN	Dunedin
NZDV	Dannevirke
NZES	Wharepara South
NZFF	Forest Field
NZFH	Fox Glacier
NZFI	Feilding
NZFP	Pine Park
NZFR	Forest
NZFY	Ferry
NZGA	Galatea
NZGB	Great Barrier
NZGC	Gore
NZGG	Golden Gate Lodge
NZGH	Greenhithe
NZGI	Garden City
NZGM	Greymouth
NZGS	Gisborne
NZGT	Glentanner
NZGY	Glenorchy
NZHA	Hawera
NZHB	Hobsonville
NZHD	Whiteford
NZHK	Hokitika
NZHL	Henley
NZHN	Hamilton
NZHS	Hastings
NZKB	Kilbirnie
NZKE	Waiheke Stoney Ridge
NZKF	Kaipara Flats
NZKI	Kaikoura
NZKK	Kerikeri
NZKL	Kelburn
NZKM	Karamea
NZKO	Kaikohe
NZKS	Kaitorete Spit
NZKT	Kaitaia
NZKY	Kowhai
NZLD	Limestone Downs
NZLE	Lake Station
NZLR	Rotorua Lakes
NZLT	Lake Taupo
NZLX	Alexandra
NZMA	Matamata
NZMB	Mechanics Bay
NZMC	Mount Cook
NZME	Mercer
NZMF	Milford Sound
NZMH	Mount Hutt station
NZMI	Mosgiel
NZMJ	Martins Bay
NZMK	Motueka
NZML	Molesworth
NZMO	Manapouri
NZMQ	Oaonui
NZMR	Murchison
NZMS	Masterton
NZMT	Martinborough
NZMU	Moko Hinau
NZMW	Makarora
NZMX	Maxwell
NZMY	Mihi
NZMZ	Matakana Island
NZND	Norsewood
NZNE	North Shore
NZNH	Nelson Hospital
NZNL	Newlands
NZNP	New Plymouth
NZNR	Napier
NZNS	Nelson
NZNV	Invercargill
NZNY	Hornby
NZOA	Omarama
NZOD	Woodend
NZOH	Ohakea
NZOI	Motiti Island
NZOM	Omaka
NZOP	Opotiki
NZOR	Ohura
NZOT	Westpoint
NZOU	Oamaru
NZOX	Okiwi Station
NZPH	Pudding Hill
NZPK	Pikes Point
NZPM	Palmerston North
NZPN	Picton
NZPO	Porongahau
NZPP	Paraparaumu
NZPR	Downtown
NZPT	Petone
NZPW	Porirua Harbour
NZQN	Queenstown
NZQW	Queens Wharf
NZRA	Raglan
NZRC	Ryans Creek
NZRD	Miranda
NZRK	Rangitaiki
NZRO	Rotorua
NZRT	Rangiora
NZRU	Waiouru
NZRV	Reeve
NZRW	Ruawai
NZRX	Roxburgh
NZRY	Mount Mary
NZSD	Stratford
NZSH	Slope Hill
NZSJ	Kensington Park
NZSL	Springhill
NZSO	Marlborough Sounds
NZSP	South Pole station
NZSW	Swampy
NZSY	Surrey
NZTA	Te Aroha
NZTE	Te Kowhai
NZTG	Tauranga
NZTH	Thames
NZTI	Taieri
NZTK	Takaka
NZTL	Tekapo
NZTM	Taumarunui
NZTN	Turangi
NZTO	Tokoroa
NZTR	Tory
NZTS	Taharoa
NZTT	Te Kuiti
NZTU	Timaru
NZTX	Lake Te Anau
NZTY	Titahi Bay
NZTZ	Te Anau
NZUA	Maui A
NZUB	Maui B
NZUK	Pukaki
NZUN	Pauanui Beach
NZVL	Mandeville
NZVR	Taihape
NZWA	Chatham Is Waitangi
NZWB	Woodbourne
NZWC	Waimea Estuary Nelson
NZWF	Wanaka
NZWG	Wigram
NZWI	Waiuku
NZWK	Whakatane
NZWL	West Melton
NZWM	Waimate
NZWN	Wellington
NZWO	Wairoa
NZWP	Whenuapai
NZWR	Whangarei
NZWS	Westport
NZWT	Whitianga
NZWU	Wanganui
NZWV	Waihi Beach
NZYK	Monterey Park
NZYP	Waipukurau
NZYW	Eyre Well
OAAD	Amdar
OAAK	Andkhoi
OAAS	Asmar
OABD	Behsood
OABG	Baghlan
OABK	Bandkamalkhan
OABN	Bamyan
OABR	Bamar
OABS	Sarday
OABT	Bost
OACB	Charburjak
OACC	Chakhcharan
OADD	Dawlatabad
OADF	Darra I Soof
OADV	Devar
OADW	Wazakhwa
OADZ	Darwaz
OAEK	Keshim
OAEM	Eshkashem
OAEQ	Islam Qala
OAFG	Khost O fering
OAFR	Farah
OAFZ	Faizabad
OAGA	Ghaziabad
OAGD	Gader
OAGL	Gulistan
OAGM	Ghelmeen
OAGN	Ghazni
OAGS	Gasar
OAGZ	Gardez
OAHE	Hazrat Eman
OAHJ	Hajigak
OAHN	Khwahan
OAHR	Herat
OAJL	Jalalabad
OAJS	Jabul Saraj
OAJW	Jawand
OAKA	Koban
OAKB	Kabul
OAKD	Kamdesh
OAKG	Khojaghar
OAKJ	Kajaki
OAKL	Konjak I Logar
OAKM	Kamar
OAKN	Kandahar
OAKR	Kaldar
OAKS	Khost
OAKT	Kalat
OAKZ	Karez I Mir
OALG	Logar
OALL	Lal
OALN	Laghman
OAMK	Mukur
OAMN	Maimama
OAMS	Mazar I Sharif
OAMT	Munta
OANR	Nawor
OANS	Salang I Shamali
OAOB	Obeh
OAOG	Urgoon
OAOO	Deshoo
OAPG	Paghman
OAPJ	Pan Jao
OAQD	Qades
OAQK	Qala I Nyazkhan
OAQM	Kron Monajn
OAQN	Qala I Naw
OAQQ	Qarqin
OAQR	Qaisar
OARG	Uruzgan
OARM	Dilaram
OARP	Rimpa
OASB	Sarobi
OASD	Shindand
OASG	Sherberghan
OASK	Serka
OASL	Salam
OASM	Samangan
OASN	Sheghnan
OASP	Sare Pul
OASR	Sabar
OASS	Salang I Junubi
OAST	Shur Tepa
OATD	Toorghondi
OATG	Tashkurghan
OATK	Kotal
OATN	Tereen
OATQ	Taluqan
OATW	Tewara
OATZ	Tesak
OAUZ	Kunduz
OAWU	Wurtach
OAWZ	Wazirabad
OAYQ	Yangi Qala
OAZB	Zebak
OAZJ	Zaranj
OBBI	Bahrein
OBBS	Bahrain Sheikh Isa Air Base
OEAA	Abu Ali
OEAB	Abha
OEAH	Al Ahsa
OEBA	Al Baha
OEBH	Bisha
OEBQ	Abqaiq
OEDF	Damman
OEDR	Dhahran
OEDW	Dawadmi
OEGH	Al Ghat
OEGN	Gizan
OEGS	Gassim
OEGT	Guriat
OEHL	Hail
OEHR	Harad
OEHW	Al Hawtah
OEJB	Jubail Navy
OEJD	Jeddah
OEJF	Jeddah Navy
OEJL	Jubail
OEJN	Jeddah
OEKH	Al Bayaah
OEKJ	Al Kharj
OEKK	King Khalid Military City
OEKL	Ipsa Pump 4
OEKM	King Khalid AB / Khamis Mushait
OEKR	Khurais
OEMA	Madinah
OENG	Nejran
OENR	Nariya
OEPA	Hafr Al Batin
OEPC	Petroline 3
OEPF	Petroline 6
OEPI	Petroline 9
OEPJ	Petroline 10
OEPK	Ipsa Pump 3
